|none.wav|0|Single
golemfire_attack_4|monster\golemfire\attack4.wav|1071|Single
shrine_exploding|object\shrine\exploding.wav|2668|Single
event_catacombs_3|ambient\event\scream3.wav|84|Single
ormus_act3_gossip_pal|act3\ormus\orm_act3_gossip_pal.wav|4265|Single
sandmaggotmama_goo_hit_4|monster\sandmaggotmama\goohit4.wav|1681|Single
sorceress_act1_find_burial|act1\sorceress\sor_act1_entry_burialground.wav|3278|Single
countess_attack_2|monster\countess\attack2.wav|694|Single
assassin_chargeup_phoenix_1|none.wav|2291|Group:3
geglash_act2_gossip_3|act2\geglash\geg_act2_gossip_03.wav|3888|Single
minion_hit_3|monster\minion\gethit3.wav|1304|Single
necromancer_death_3|none.wav|2901|Single
weapon_xbow_1|combat\weapon\xbow1.wav|317|Group:4
malah_act5_gossip_3|Act5\Malah\mal_act5_03.wav|4498|Single
tentacle_attack_1|monster\tentacle\attack1.wav|1914|Group:4
akara_act1_q4_after_scroll|act1\akara\aka_act1_q4_after_scroll.wav|3511|Single
fallenshaman_hit_2|monster\fallenshaman\gethit2.wav|927|Single
barbarian_taunt_1|skill\barbarian\taunt1.wav|2524|Group:3
lysander_greeting_inactive_2|act2\lysander\lys_rightpotioncantcure.wav|4121|Single
pygmyshaman_neutral_1|monster\pygmyshaman\neutral1.wav|1537|Group:6
necromancer_act2_complete_radament|act2\necromancer\nec_act2_complete_radamentlair.wav|3134|Single
batdemon_unhide_2|monster\batdemon\unhide2.wav|550|Single
yeti_hit_2|monster\yeti\gethit2.wav|2147|Single
charsi_greeting_time_2|act1\charsi\cha_goodday.wav|3744|Single
hawknest_spawn_1|monster\hawknest\spawn1.wav|1160|Group:3
light_run_sand_2|ambient\footstep\LightSandRun2.wav|2757|Single
event_town_2_day_2|ambient\event\town2birdie2.wav|173|Single
warriv_act1_q5_success|act1\warriv\war_act1_q5_successful.wav|4354|Single
siegebeast_neutral_2|monster\siegebeast\neutral2.wav|1770|Single
assassin_act2_begin_tainted|act2\assassin\ass_act2_begin_taintedsun.wav|3367|Single
druidbear_hit_5|monster\druidbear\gethit06.wav|783|Single
paladin_holybolt_cast|skill\paladin\bolthammercast.wav|2380|Single
greiz_act2_q4_early|act2\griez\gre_act2_q4_early.wav|3977|Single
mummy_neutral_3|monster\mummy\neutral3.wav|1393|Single
amazon_act2_trigger_field|act2\amazon\ama_act2_trigger_field.wav|2990|Single
explosion_small_3|combat\explosion\explosionsmall4.wav|406|Single
qualkehk_act5_q2_after|Act5\Qual-Kehk\qua_act5_q2_after.wav|4587|Single
undeadhorror_hit_3|monster\undeadhorror\gethit3.wav|2003|Single
asheara_act3_q4_after|act3\asheara\ash_act3_q1_after.wav|3600|Single
frozenhorror_neutral_4|monster\frozenhorror\neutral4.wav|1016|Single
object_skullpile_2|object\skullpile2.wav|2613|Single
quest_ancients_cloud|quest\ball1.wav|29|Single
meshif_act3_q5_success|act3\meshif\mes_act3_q5_successful.wav|4210|Single
sandmaggot_neutral_2|monster\sandmaggot\neutral2.wav|1626|Single
paladin_act2_near_tightspot|act2\paladin\pal_act2_near_tightspot.wav|3223|Single
bonefetish_walk_2|monster\bonefetish\walk2.wav|639|Single
amazon_dodge_1|skill\amazon\dodge1.wav|2236|Group:5
elzix_act2_q1_success|act2\elzix\elz_act2_q1_successful.wav|3833|Single
lightninggenerator_emerge_2|none.wav|1249|Single
heavy_run_istone_3|ambient\footstep\HeavyIStoneRun3.wav|2846|Single
weapon_1hs_small_1|combat\weapon\one hand swing small01.wav|262|Group:6
cain_act5_q5_after|Act5\Cain\cain_act5_q5_after.wav|4443|Single
spikefiend_hit_2|monster\spikefiend\gethit2.wav|1859|Single
druid_act2_find_tomb_true|act2\druid\dru_act2_find_truetomb.wav|3456|Single
druidwerewolf_hit_3|monster\werewolf\gethit09.wav|872|Single
necromancer_dimvision|skill\necromancer\dimvision.wav|2469|Single
jerhyn_act2_q3_after|act2\jerhyn\jer_act2_q3_after.wav|4066|Single
putriddefiler_hit_4|monster\putriddefiler\gethit4.wav|1482|Single
barbarian_act3_find_lamesen|act3\barbarian\bar_act3_find_lamesentome.wav|3079|Single
baaltentacle_attack_4|none.wav|495|Single
music_town_4|act4\town4.wav|4676|Single
vulturedemon_neutral_3|monster\vulturedemon\neutral3.wav|2092|Single
cain_act2_q4_early|act2\cain\cain_act2_q4_early.wav|3689|Single
greatermummy_hit_5|monster\greatermummy\gethit5.wav|1105|Single
creature_cow_5|none.wav|2702|Single
event_jungle_day_1|ambient\event\junglebirdie9.wav|118|Group:5
rogue_evil_strong|act1\rogue\rog_evilstrong.wav|4299|Single
scimitar_death_3|monster\scimitar\death3.wav|1715|Single
sorceress_act3_find_jade|act3\sorceress\sor_act3_find_jadefigurine.wav|3312|Single
deathmauler_spikes_4|monster\deathmauler\maulermissile4a.wav|728|Single
assassin_venom|skill\necromancer\poisoncast.wav|2325|Single
gheed_act1_gossip_3|act1\gheed\ghe_act1_gossip_03.wav|3922|Single
moo_attack_3|monster\moo\attack3.wav|1338|Single
amazon_cantcarry_2|common\amazon\ama_overburdened.wav|2935|Single
impact_arrow_5|combat\impact\arrow6.wav|351|Single
nihlathak_greeting_2|Act5\Nihlathak\nih_whatisit2.wav|4532|Single
tentaclehead_neutral_1|monster\tentaclehead\neutral1.wav|1948|Group:5
alkor_act3_q1_early|act3\alkor\alk_act3_q3_early.wav|3545|Single
fingermage_bolt_impact_4|monster\fingermage\zap4.wav|961|Single
object_door_duriel|object\secretdoor.wav|2558|Single
meshif_greeting_time_1|common\meshif\mes_goodmorning.wav|4155|Single
reanimatedhorde_getup_2|monster\reanimatedhorde\getup2.wav|1571|Single
paladin_cantcarry_1|common\paladin\pal_cantcarry.wav|3168|Group:2
beetle_death_4|monster\beetle\death4.wav|584|Single
zakarumpriest_hit_3|monster\zakarumpriest\gethit3.wav|2181|Single
drognan_greeting_3|act2\drognan\dro_allowtoadvise.wav|3778|Single
ironwolf_hit_1|monster\ironwolf\gethit1.wav|1194|Group:4
medium_walk_wood_4|ambient\footstep\MedWood4.wav|2791|Single
item_book|item\book.wav|207|Single
anya_greeting_time_3|Act5\Anya\any_goodevening.wav|4388|Single
skeleton_raise_3|skill\necromancer\skeletonraise3.wav|1804|Single
assassin_act5_defeat_baal|act5\assassin\ass_act5_complete_defeatbaal.wav|3401|Single
druidraven_attack_2|monster\druidraven\attack2.wav|817|Single
sorceress_firebolt_impact_2|skill\sorceress\largefireimpact2.wav|2414|Single
hratli_act3_q1_after|act3\hratli\hra_act3_q3_after.wav|4011|Single
overseer_healcast_3|none.wav|1427|Single
barbarian_chat_e_2|common\barbarian\bar_oops.wav|3024|Single
andariel_attack_2|monster\andariel\attack2.wav|440|Single
hire_male_cant_use_that_yet_3|common\hireables\male_icantusethatyet3.wav|4621|Single
vilechild_hit_2|monster\vilechild\gethit2.wav|2037|Single
atma_act2_q3_after|act2\atma\atm_act2_q3_after.wav|3634|Single
golemblood_walk_1|monster\golemblood\bloodwalk1.wav|1050|Group:4
object_wood_break_3|object\woodbreak3.wav|2647|Single
scene_monastery|ambient\scene\creepywind.wav|63|Single
natalya_act3_q5_success|act3\natalya\nat_act3_q5_successful.wav|4244|Single
sandmaggotegg_death_1|monster\sandmaggotegg\death1.wav|1660|Group:4
sorceress_chat_e_1|common\sorceress\sor_forgiveme.wav|3257|Group:2
corrupt_attack_4|monster\corrupt\attack4.wav|673|Single
amazon_valkyrie_attack_4|skill\amazon\valkyrieattack4.wav|2270|Single
fara_act2_q3_after|act2\fara\far_act2_q3_after.wav|3867|Single
megademon_neutral_5|monster\megademon\neutral5.wav|1283|Single
amazon_hit_3|combat\player\amazon\hard2.wav|2880|Single
weapon_2ht_5|combat\weapon\two hand thrust05.wav|296|Single
larzuk_act5_q3_found|Act5\Larzuk\lar_act5_q3_found.wav|4477|Single
succubus_msissile_impact|monster\succubus\missileimpact.wav|1893|Single
akara_act1_gossip_3|act1\akara\aka_act1_gossip_03.wav|3490|Single
fallen_death_7|monster\fallen\death7.wav|906|Single
barbarian_grimward_2|skill\barbarian\grimward4.wav|2503|Single
kashya_act1_q2_after|act1\kashya\kas_act1_q2_after.wav|4100|Single
pygmy_blowgun_1|monster\pygmy\blowgun1.wav|1516|Group:4
necromancer_needmana_1|common\necromancer\nec_notenoughmana.wav|3113|Group:2
barricadedoor_1|monster\barricadedoor\doorbreak1.wav|529|Group:3
wraith_attack_5|monster\wraith\attack5.wav|2126|Single
cain_act3_q6_early|act3\cain\cain_act3_q6_early.wav|3723|Single
guardtower_1|monster\guardtower\death1.wav|1139|Group:3
light_walk_snow_1|ambient\footstep\LightSnow1.wav|2736|Group:4
event_mesa_2|ambient\event\cavedrip7.wav|152|Single
warriv_act1_gossip_7|act1\warriv\war_act1_gossip_07.wav|4333|Single
siegebeast_attack_1|monster\siegebeast\attack1.wav|1749|Group:5
assassin_needkey_2|common\assassin\ass_itslocked.wav|3346|Single
diablo_firewall|monster\andariel\fireloop.wav|762|Single
paladin_aura_holylight|skill\paladin\holylight.wav|2359|Single
greiz_greeting_time_3|act2\griez\gre_goodevening.wav|3956|Single
mosquito_death_2|monster\mosquito\death2.wav|1372|Single
amazon_act1_find_den|act1\amazon\ama_act1_entry_denofevil.wav|2969|Single
impact_shatter_1|combat\impact\shatter1.wav|385|Group:3
qualkehk_greeting_return|Act5\Qual-Kehk\qua_canihelpyou.wav|4566|Single
trappedsoul_down_2|monster\trappedsoul\down2.wav|1982|Single
asheara_act3_gossip_1|act3\asheara\ash_act3_gossip_01.wav|3579|Single
frogdemon_death_5|monster\frogdemon\death5.wav|995|Single
object_goopile_3|object\goopile3.wav|2592|Single
cursor_level_up_hireling|cursor\leveluphireling.wav|8|Single
meshif_act3_gossip_7|act3\meshif\mes_act3_gossip_07.wav|4189|Single
rogue_hit_3|monster\rogue\gethit3.wav|1605|Single
paladin_act1_find_catacombs|act1\paladin\pal_act1_entry_catacombs.wav|3202|Single
bloodraven_cast_raise|monster\bloodraven\raiseundead.wav|618|Single
zombie_death_1|monster\zombie\death1.wav|2215|Group:4
elzix_greeting_2|act2\elzix\elz_hello.wav|3812|Single
leaper_hit_4|monster\leaper\gethit4.wav|1228|Single
heavy_walk_ostone_2|ambient\footstep\HeavyOStone2.wav|2825|Single
item_ring|item\ring.wav|241|Single
cain_act5_gossip_5|Act5\Cain\cain_act5_05.wav|4422|Single
spider_hit_3|monster\spider\gethit3.wav|1838|Single
druid_act1_find_cairn|act1\druid\dru_act1_find_cairnstones.wav|3435|Single
druidwerebear_hit_1|monster\werebear\gethit1.wav|851|Group:5
necromancer_bonearmor|skill\necromancer\bonearmor2.wav|2448|Single
jamella_old_greeting_inactive_1|act4\jamella\old\jam_whatdoyouneed.wav|4045|Single
pinhead_death_1|monster\pinhead\death1.wav|1461|Group:5
barbarian_act2_complete_tainted|act2\barbarian\bar_act2_complete_taintedsun.wav|3058|Single
baal_missile_3|monster\baal\missile3.wav|474|Single
monster_nihlathak_taunt_3|act5\nihlathak\nih_act5_q4_taunt3.wav|4655|Single
vilemother_birth_2|monster\vilemother\birth2.wav|2071|Single
cain_act1_q6_early|act1\cain\cain_act1_q6_early.wav|3668|Single
golemiron_attack_3|monster\golemiron\attack3.wav|1084|Single
shrine_warping|object\shrine\warping.wav|2681|Single
event_crypt_3|ambient\event\thump3.wav|97|Single
ormus_act3_q4_after|act3\ormus\orm_act3_q1_after.wav|4278|Single
sandraider_death_1|monster\sandraider\death1.wav|1694|Group:5
sorceress_act2_complete_summoner|act2\sorceress\sor_act2_complete_summoner.wav|3291|Single
deathmauler_attack_2|monster\deathmauler\attack2.wav|707|Single
assassin_kick_3|skill\assassin\kick3.wav|2304|Single
geglash_act2_q3_early|act2\geglash\geg_act2_q3_early.wav|3901|Single
minion_death_d1|monster\minion\deathD1.wav|1317|Group:3
sorceress_hit_5|combat\player\sorceress\hard3.wav|2914|Single
impact_blunt_2|combat\impact\blunt5.wav|330|Single
malah_act5_intro_sor|Act5\Malah\mal_act5_intro_sor.wav|4511|Single
tentacle_death_5|none.wav|1927|Single
alkor_greeting_2|act3\alkor\alk_greetings.wav|3524|Single
fara_hammer|monster\npc\faratosshammer.wav|940|Single
object_basket_3|object\basket3.wav|2537|Single
lysander_act2_gossip_9|act2\lysander\lys_act2_gossip_10.wav|4134|Single
reanimatedhorde_attack_2|monster\reanimatedhorde\attack2.wav|1550|Single
necromancer_act3_complete_beneath|act3\necromancer\nec_act3_complete_beneathcity.wav|3147|Single
bighead_death_1|monster\bighead\death1.wav|563|Group:4
zakarumhigh_attack_3|monster\zakarumhighpriest\attack3.wav|2160|Single
charsi_act1_q1_success|act1\charsi\cha_act1_q1_successful.wav|3757|Single
hydra_death_4|monster\hydra\die4.wav|1173|Single
medium_walk_dirt_3|ambient\footstep\MedDirt3.wav|2770|Single
event_town_3_day_5|none.wav|186|Single
warriv_act2_q1_success|act2\warriv\war_act2_q1_successful.wav|4367|Single
skeleton_death_3|monster\skeleton\death3.wav|1783|Single
assassin_act2_trigger_field|act2\assassin\ass_act2_trigger_field.wav|3380|Single
druidpod_neutral_2|monster\druidpod\neutral2.wav|796|Single
sorceress_blizzard_loop|skill\sorceress\blizzloop.wav|2393|Single
halbu_greeting_2|act4\halbu\hal_hailtoyou.wav|3990|Single
overseer_death_2|monster\overseer\death2.wav|1406|Single
amazon_act4_kill_diablo|act4\amazon\ama_act4_kill_diablo.wav|3003|Single
monster_bonespirit|skill\necromancer\bonespirit1.wav|419|Group:1
qualkehk_act5_q5_success|Act5\Qual-Kehk\qua_act5_q5_successful.wav|4600|Single
vampire_attack_4|monster\vampire\attack4.wav|2016|Single
atma_greeting_1|act2\atma\atm_hello.wav|3613|Group:2
goatman_hit_1|monster\goatman\gethit1.wav|1029|Group:4
object_stash_mephisto_1|object\mephistostash1.wav|2626|Single
quest_radament_holybolt_1|skill\paladin\holybolt1.wav|42|Group:3
natalya_greeting_time_3|act3\natalya\nat_goodevening.wav|4223|Single
sandmaggotbaby_attack_4|monster\sandmaggotbaby\attack4.wav|1639|Single
paladin_act4_free_izual|act4\paladin\pal_act4_free_izual.wav|3236|Single
breakablewall_death_3|none.wav|652|Single
amazon_impale_3|skill\amazon\impale3.wav|2249|Single
fara_greeting_3|act2\fara\far_blessingstoyou.wav|3846|Single
megademon_attack_1|monster\megademon\attack1.wav|1262|Group:6
heavy_run_snow_4|ambient\footstep\HeavySnowRun4.wav|2859|Single
weapon_2hs_small_2|combat\weapon\two hand swing small02.wav|275|Single
larzuk_act5_gossip_1|Act5\Larzuk\lar_act5_01.wav|4456|Single
spikefiend_neutral_3|monster\spikefiend\neutral3.wav|1872|Single
druid_act3_find_lamesen|act3\druid\dru_act3_find_lamesentome.wav|3469|Single
duriel_death|monster\duriel\death1.wav|885|Single
necromancer_weaken|skill\necromancer\weaken.wav|2482|Single
kashya_greeting_inactive_1|act1\kashya\kas_yes.wav|4079|Group:2
pygmy_attack_4|monster\pygmy\attack4.wav|1495|Single
necromancer_cantuseyet|common\necromancer\nec_cantuseyet.wav|3092|Single
baboondemon_attack_5|monster\baboondemon\attack5.wav|508|Single
music_quest_forge|act4\forgeaction.wav|4689|Single
willowisp_hit_1|monster\willowisp\gethit1.wav|2105|Group:4
cain_act3_q1_after|act3\cain\cain_act3_q3_after.wav|3702|Single
greatermummy_unholybolt_cast|monster\greatermummy\unholycast.wav|1118|Single
creature_rat_4|ambient\creature\rat4.wav|2715|Single
event_kurast_day_4|ambient\event\jungleevent1.wav|131|Single
tyrael_act4_q1_after|act4\tyreal\tyr_act4_q1_after.wav|4312|Single
serpentdemon_tail_1|monster\serpentdemon\attacktail1.wav|1728|Group:6
assassin_cant_carry2|common\assassin\ass_overburdened.wav|3325|Single
diablo_hit_3|monster\diablo\gethit3.wav|741|Single
druid_meteor_3|none.wav|2338|Single
gheed_act1_q3_after|act1\gheed\ghe_act1_q3_after.wav|3935|Single
moo_neutral_1|monster\moo\neutral1.wav|1351|Group:5
amazon_chat_f_2|common\amazon\ama_goodbye.wav|2948|Single
impact_cold_layer_3|combat\impact\cold3.wav|364|Single
nihlathak_act5_gossip_6|Act5\Nihlathak\nih_act5_06.wav|4545|Single
thornhulk_hit_1|monster\thornhulk\gethit1.wav|1961|Group:4
alkor_act3_q4_success_reward|act3\alkor\alk_act3_q1_successful_reward.wav|3558|Single
firespike_death_4|none.wav|974|Single
object_dungeonguy|object\dungeonguy.wav|2571|Single
meshif_act2_intro|act2\meshif\mes_act2_intro.wav|4168|Single
regurgitator_attack_3|monster\regurgitator\attack3.wav|1584|Single
paladin_chat_f_1|common\paladin\pal_bye.wav|3181|Group:2
bloodlord_attack_1|monster\bloodlord\attack1.wav|597|Single
zakarumzealot_hit_4|monster\zakarumzealot\gethit4.wav|2194|Single
drognan_act2_gossip_7|act2\drognan\dro_act2_gossip_07.wav|3791|Single
izual_hit_3|monster\izual\gethit3.wav|1207|Single
medium_run_sand_1|ambient\footstep\MedSandRun1.wav|2804|Group:4
item_glovesmetal|item\glovesmetal.wav|220|Single
anya_act5_q1_after|Act5\Anya\any_act5_q1_after.wav|4401|Single
smith_neutral_1|monster\smith\neutral1.wav|1817|Group:2
druid_chat_e_2|common\druid\dru_oops.wav|3414|Single
druidwolf_neutral_3|monster\druidwolf\neutral6.wav|830|Single
sorceress_icebolt_1|skill\sorceress\icebolt1.wav|2427|Group:3
hratli_act3_q5_after|act3\hratli\hra_act3_q5_after.wav|4024|Single
pantherwoman_hit_4|monster\pantherwoman\gethit4.wav|1440|Single
barbarian_not_in_town_1|common\barbarian\bar_nothere.wav|3037|Group:2
andariel_rock_1|monster\andariel\stonehit3.wav|453|Group:4
monster_bloodraven_taunt_1|act1\monster\bloodraventaunt1.wav|4634|Group:2
vilechild_walk_5|monster\vilechild\walk5.wav|2050|Single
cain_greeting_inactive_1|common\cain\cain_yes.wav|3647|Group:2
golemclay_spawn|monster\golemclay\spawnclay.wav|1063|Single
object_xportal|object\xportal.wav|2660|Single
event_arcane_5|none.wav|76|Single
ormus_act3_gossip_3|act3\ormus\orm_act3_gossip_03.wav|4257|Single
sandmaggotmama_goo_1|none.wav|1673|Group:5
sorceress_needmana_2|common\sorceress\sor_ineedmana.wav|3270|Single
corrupt_death_5|none.wav|686|Single
assassin_chargeup_cobra_2|skill\assassin\cobra2.wav|2283|Single
geglash_greeting_inactive_1|act2\geglash\geg_yes.wav|3880|Group:2
mephisto_orb_cast|monster\mephisto\cast3.wav|1296|Single
paladin_death_3|combat\player\paladin\death3.wav|2893|Single
weapon_bow_1|combat\weapon\bow1.wav|309|Group:5
malah_greeting_inactive_2|Act5\Malah\mal_hello.wav|4490|Single
swarm_attack_3|monster\swarm\attack3.wav|1906|Single
akara_act1_q1_init|act1\akara\aka_act1_q1_init.wav|3503|Single
fallen_flee_3|monster\fallen\flee3.wav|919|Single
barbarian_leap_3|skill\barbarian\leap3.wav|2516|Single
kashya_act1_q5_early|act1\kashya\kas_act1_q5_early.wav|4113|Single
pygmyshaman_hit_4|monster\pygmyshaman\gethit5.wav|1529|Single
necromancer_act1_find_jail|act1\necromancer\nec_act1_entry_jail.wav|3126|Single
batdemon_hit_6|monster\batdemon\gethit6.wav|542|Single
wraith_neutral_3|monster\wraith\neutral3.wav|2139|Single
cain_act4_q3_success|act4\cain\cain_act4_q3_successful.wav|3736|Single
hawk_death_2|monster\hawk\death2.wav|1152|Single
light_run_istone_2|ambient\footstep\LightIStoneRun2.wav|2749|Single
event_temple_4|ambient\event\breath4.wav|165|Single
warriv_act1_q3_success|act1\warriv\war_act1_q3_successful.wav|4346|Single
siegebeast_hit_4|monster\siegebeast\gethit4.wav|1762|Single
assassin_act1_find_den|act1\assassin\ass_act1_entry_denofevil.wav|3359|Single
druidbear_neutral_2|monster\druidbear\neutral06.wav|775|Single
paladin_aura_thorns|skill\paladin\thorns.wav|2372|Single
greiz_act2_intro|act2\griez\gre_act2_intro.wav|3969|Single
mummy_hit_4|monster\mummy\gethit4.wav|1385|Single
amazon_act2_complete_tombs|act2\amazon\ama_act2_complete_tombs.wav|2982|Single
block_weapon_1|combat\impact\block blade1.wav|398|Group:3
qualkehk_act5_intro|Act5\Qual-Kehk\qua_act5_intro.wav|4579|Single
turret_death_2|monster\turret\death2.wav|1995|Single
asheara_act3_q1_success|act3\asheara\ash_act3_q3_successful.wav|3592|Single
frozenhorror_death_1|none.wav|1008|Single
object_shrine_hell_1|object\hellshrine1.wav|2605|Single
cursor_necromancer_select|cursor\intro\necromancer select.wav|21|Single
meshif_act3_q3_early|act3\meshif\mes_act3_q4_early.wav|4202|Single
sandmaggot_hit_4|monster\sandmaggot\gethit4.wav|1618|Single
paladin_act2_complete_tightspot|act2\paladin\pal_act2_complete_tightspot.wav|3215|Single
bonefetish_hit_6|monster\bonefetish\gethit6.wav|631|Single
zombie_raise_2|monster\zombie\raise4.wav|2228|Single
elzix_act2_gossip_7|act2\elzix\elz_act2_gossip_07.wav|3825|Single
lightninggenerator_launch_3|none.wav|1241|Single
heavy_walk_wood_3|ambient\footstep\HeavyWood3.wav|2838|Single
weapon_punch_4|combat\weapon\one hand thrust06.wav|254|Single
cain_act5_q3_early|Act5\Cain\cain_act5_q3_early.wav|4435|Single
